country,food_category,amount,type
Mozambique,Milk - inc. cheese,4.79,consumption
Mozambique,Wheat and Wheat Products,14.65,consumption
Mozambique,Rice,23.41,consumption
Mozambique,Soybeans,0.03,consumption
Mozambique,Nuts inc. Peanut Butter,2.61,consumption
Cambodia,Pork,6.52,consumption
Cambodia,Poultry,1.84,consumption
Cambodia,Beef,4.85,consumption
Cambodia,Lamb & Goat,0,consumption
Cambodia,Fish,39.59,consumption
Cambodia,Eggs,1.37,consumption
Cambodia,Milk - inc. cheese,3.47,consumption
Cambodia,Wheat and Wheat Products,2.74,consumption
Cambodia,Rice,159.1,consumption
Cambodia,Soybeans,4.33,consumption
Cambodia,Nuts inc. Peanut Butter,1.25,consumption
Sierra Leone,Pork,1.22,consumption
Sierra Leone,Poultry,4.97,consumption
Sierra Leone,Beef,1.99,consumption
Sierra Leone,Lamb & Goat,0.65,consumption
Sierra Leone,Fish,32.03,consumption
Sierra Leone,Eggs,1.92,consumption
Sierra Leone,Milk - inc. cheese,7,consumption
Sierra Leone,Wheat and Wheat Products,8.72,consumption
Sierra Leone,Rice,103.3,consumption
Sierra Leone,Soybeans,0,consumption
Sierra Leone,Nuts inc. Peanut Butter,5.57,consumption
Sri Lanka,Pork,0.05,consumption
Sri Lanka,Poultry,4.96,consumption
Sri Lanka,Beef,1.38,consumption
Sri Lanka,Lamb & Goat,0.09,consumption
Sri Lanka,Fish,24.92,consumption
Sri Lanka,Eggs,4.57,consumption
Sri Lanka,Milk - inc. cheese,34.98,consumption
Sri Lanka,Wheat and Wheat Products,37.01,consumption
Sri Lanka,Rice,109.72,consumption
Sri Lanka,Soybeans,0,consumption
Sri Lanka,Nuts inc. Peanut Butter,1.09,consumption
Indonesia,Pork,2.98,consumption
Indonesia,Poultry,7.5,consumption
Indonesia,Beef,2.59,consumption
Indonesia,Lamb & Goat,0.46,consumption
Indonesia,Fish,25.65,consumption
Indonesia,Eggs,4.88,consumption
Indonesia,Milk - inc. cheese,14.82,consumption
Indonesia,Wheat and Wheat Products,25.45,consumption
Indonesia,Rice,134.62,consumption
Indonesia,Soybeans,1.12,consumption
Indonesia,Nuts inc. Peanut Butter,4.92,consumption
Liberia,Pork,4.01,consumption
Liberia,Poultry,8.91,consumption
Liberia,Beef,0.78,consumption
Liberia,Lamb & Goat,0.48,consumption
Liberia,Fish,4.13,consumption
Liberia,Eggs,2.05,consumption
Liberia,Milk - inc. cheese,3.04,consumption
Liberia,Wheat and Wheat Products,10.95,consumption
Liberia,Rice,94.75,consumption
Liberia,Soybeans,0.63,consumption
Liberia,Nuts inc. Peanut Butter,1.31,consumption
Bangladesh,Pork,0,consumption
Bangladesh,Poultry,1.4,consumption
Bangladesh,Beef,1.28,consumption
Bangladesh,Lamb & Goat,1.33,consumption
Bangladesh,Fish,18.07,consumption
Bangladesh,Eggs,2.08,consumption
Bangladesh,Milk - inc. cheese,21.91,consumption
Bangladesh,Wheat and Wheat Products,17.47,consumption
Bangladesh,Rice,171.73,consumption
Bangladesh,Soybeans,0.61,consumption
Bangladesh,Nuts inc. Peanut Butter,0.72,consumption
Argentina,Pork,37.2,co2_emmission
Argentina,Poultry,41.53,co2_emmission
Argentina,Beef,1712,co2_emmission
Argentina,Lamb & Goat,54.63,co2_emmission
Argentina,Fish,6.96,co2_emmission
Argentina,Eggs,10.46,co2_emmission
Argentina,Milk - inc. cheese,277.87,co2_emmission
Argentina,Wheat and Wheat Products,19.66,co2_emmission
Argentina,Rice,11.22,co2_emmission
Argentina,Soybeans,0,co2_emmission
Argentina,Nuts inc. Peanut Butter,0.87,co2_emmission
Australia,Pork,85.44,co2_emmission
Australia,Poultry,49.54,co2_emmission
Australia,Beef,1044.85,co2_emmission
Australia,Lamb & Goat,345.65,co2_emmission
Australia,Fish,28.25,co2_emmission
Australia,Eggs,7.82,co2_emmission
Australia,Milk - inc. cheese,334.01,co2_emmission
Australia,Wheat and Wheat Products,13.44,co2_emmission
Australia,Rice,14.12,co2_emmission
Australia,Soybeans,0.09,co2_emmission
Australia,Nuts inc. Peanut Butter,15.45,co2_emmission
Albania,Pork,38.51,co2_emmission
Albania,Poultry,14.21,co2_emmission
Albania,Beef,694.3,co2_emmission
Albania,Lamb & Goat,536.5,co2_emmission
Albania,Fish,6.15,co2_emmission
Albania,Eggs,11.44,co2_emmission
Albania,Milk - inc. cheese,432.62,co2_emmission
Albania,Wheat and Wheat Products,26.44,co2_emmission
Albania,Rice,9.96,co2_emmission
Albania,Soybeans,0,co2_emmission
Albania,Nuts inc. Peanut Butter,7.72,co2_emmission
Iceland,Pork,76.77,co2_emmission
Iceland,Poultry,28.86,co2_emmission
Iceland,Beef,412.26,co2_emmission
Iceland,Lamb & Goat,739.62,co2_emmission
Iceland,Fish,118.81,co2_emmission
Iceland,Eggs,7.57,co2_emmission
Iceland,Milk - inc. cheese,321.66,co2_emmission
Iceland,Wheat and Wheat Products,13.91,co2_emmission
Iceland,Rice,4.98,co2_emmission
Iceland,Soybeans,0.05,co2_emmission
Iceland,Nuts inc. Peanut Butter,6.87,co2_emmission
New Zealand,Pork,78.9,co2_emmission
New Zealand,Poultry,37.58,co2_emmission
New Zealand,Beef,693.99,co2_emmission
New Zealand,Lamb & Goat,662.23,co2_emmission
New Zealand,Fish,32.51,co2_emmission
New Zealand,Eggs,9.1,co2_emmission
New Zealand,Milk - inc. cheese,195.5,co2_emmission
New Zealand,Wheat and Wheat Products,14.67,co2_emmission
New Zealand,Rice,11.72,co2_emmission
New Zealand,Soybeans,0.2,co2_emmission
New Zealand,Nuts inc. Peanut Butter,14.55,co2_emmission
USA,Pork,97.83,co2_emmission
USA,Poultry,53.72,co2_emmission
USA,Beef,1118.29,co2_emmission
USA,Lamb & Goat,15.06,co2_emmission
USA,Fish,19.72,co2_emmission
USA,Eggs,13.39,co2_emmission
USA,Milk - inc. cheese,362.78,co2_emmission
USA,Wheat and Wheat Products,15.34,co2_emmission
USA,Rice,8.8,co2_emmission
USA,Soybeans,0.02,co2_emmission
USA,Nuts inc. Peanut Butter,13.91,co2_emmission
Uruguay,Pork,59.61,co2_emmission
Uruguay,Poultry,29.49,co2_emmission
Uruguay,Beef,897.96,co2_emmission
Uruguay,Lamb & Goat,288.21,co2_emmission
Uruguay,Fish,10.43,co2_emmission
Uruguay,Eggs,12.07,co2_emmission
Uruguay,Milk - inc. cheese,299.89,co2_emmission
Uruguay,Wheat and Wheat Products,20.85,co2_emmission
Uruguay,Rice,14.72,co2_emmission
Uruguay,Soybeans,0,co2_emmission
Uruguay,Nuts inc. Peanut Butter,1.68,co2_emmission
Luxembourg,Pork,154.25,co2_emmission
Luxembourg,Poultry,22.96,co2_emmission
Luxembourg,Beef,922.03,co2_emmission
Luxembourg,Lamb & Goat,58.48,co2_emmission
Luxembourg,Fish,36.87,co2_emmission
Luxembourg,Eggs,13.45,co2_emmission
Luxembourg,Milk - inc. cheese,363.65,co2_emmission
Luxembourg,Wheat and Wheat Products,19.68,co2_emmission
Luxembourg,Rice,5.37,co2_emmission
Luxembourg,Soybeans,0.02,co2_emmission
Luxembourg,Nuts inc. Peanut Butter,1.65,co2_emmission
Brazil,Pork,44.6,co2_emmission
Brazil,Poultry,48.34,co2_emmission
Brazil,Beef,1211.17,co2_emmission
Brazil,Lamb & Goat,21.71,co2_emmission
Brazil,Fish,15.98,co2_emmission
Brazil,Eggs,8.25,co2_emmission
Brazil,Milk - inc. cheese,212.63,co2_emmission
Brazil,Wheat and Wheat Products,10.11,co2_emmission
Brazil,Rice,41.12,co2_emmission
Brazil,Soybeans,1.63,co2_emmission
Brazil,Nuts inc. Peanut Butter,1.19,co2_emmission
Kazakhstan,Pork,36.67,co2_emmission
Kazakhstan,Poultry,19.74,co2_emmission
Kazakhstan,Beef,721.46,co2_emmission
Kazakhstan,Lamb & Goat,334.79,co2_emmission
Kazakhstan,Fish,8.32,co2_emmission
Kazakhstan,Eggs,7.62,co2_emmission
Kazakhstan,Milk - inc. cheese,410.4,co2_emmission
Kazakhstan,Wheat and Wheat Products,17.6,co2_emmission
Kazakhstan,Rice,9.37,co2_emmission
Kazakhstan,Soybeans,0.01,co2_emmission
Kazakhstan,Nuts inc. Peanut Butter,9.1,co2_emmission
Sweden,Pork,130.96,co2_emmission
Sweden,Poultry,17.87,co2_emmission
Sweden,Beef,758.49,co2_emmission
Sweden,Lamb & Goat,49.38,co2_emmission
Sweden,Fish,38.1,co2_emmission
Sweden,Eggs,12.28,co2_emmission
Sweden,Milk - inc. cheese,486.05,co2_emmission
Sweden,Wheat and Wheat Products,15.18,co2_emmission
Sweden,Rice,7.63,co2_emmission
Sweden,Soybeans,0.06,co2_emmission
Sweden,Nuts inc. Peanut Butter,11.03,co2_emmission
Bermuda,Pork,99.96,co2_emmission
Bermuda,Poultry,35.04,co2_emmission
Bermuda,Beef,1022.94,co2_emmission
Bermuda,Lamb & Goat,94.9,co2_emmission
Bermuda,Fish,53.04,co2_emmission
Bermuda,Eggs,13.71,co2_emmission
Bermuda,Milk - inc. cheese,136.12,co2_emmission
Bermuda,Wheat and Wheat Products,10.47,co2_emmission
Bermuda,Rice,6.88,co2_emmission
Bermuda,Soybeans,0.1,co2_emmission
Bermuda,Nuts inc. Peanut Butter,10.12,co2_emmission
Denmark,Pork,88.03,co2_emmission
Denmark,Poultry,28.73,co2_emmission
Denmark,Beef,878.22,co2_emmission
Denmark,Lamb & Goat,32.22,co2_emmission
Denmark,Fish,26.33,co2_emmission
Denmark,Eggs,14.1,co2_emmission
Denmark,Milk - inc. cheese,394.99,co2_emmission
Denmark,Wheat and Wheat Products,18.69,co2_emmission
Denmark,Rice,6.35,co2_emmission
Denmark,Soybeans,0.01,co2_emmission
Denmark,Nuts inc. Peanut Butter,10.51,co2_emmission
Finland,Pork,127.92,co2_emmission
Finland,Poultry,21.34,co2_emmission
Finland,Beef,593.09,co2_emmission
Finland,Lamb & Goat,18.56,co2_emmission
Finland,Fish,53.97,co2_emmission
Finland,Eggs,8.77,co2_emmission
Finland,Milk - inc. cheese,613.57,co2_emmission
Finland,Wheat and Wheat Products,15.64,co2_emmission
Finland,Rice,5.66,co2_emmission
Finland,Soybeans,0.04,co2_emmission
Finland,Nuts inc. Peanut Butter,6.07,co2_emmission
Ireland,Pork,114.68,co2_emmission
Ireland,Poultry,28.21,co2_emmission
Ireland,Beef,689.67,co2_emmission
Ireland,Lamb & Goat,143.58,co2_emmission
Ireland,Fish,27.77,co2_emmission
Ireland,Eggs,8.23,co2_emmission
Ireland,Milk - inc. cheese,415.73,co2_emmission
Ireland,Wheat and Wheat Products,20.59,co2_emmission
Ireland,Rice,3.84,co2_emmission
Ireland,Soybeans,0.11,co2_emmission
Ireland,Nuts inc. Peanut Butter,7.26,co2_emmission
Greece,Pork,100.2,co2_emmission
Greece,Poultry,16.91,co2_emmission
Greece,Beef,496.81,co2_emmission
Greece,Lamb & Goat,436.7,co2_emmission
Greece,Fish,23.02,co2_emmission
Greece,Eggs,9.31,co2_emmission
Greece,Milk - inc. cheese,363.59,co2_emmission
Greece,Wheat and Wheat Products,23.65,co2_emmission
Greece,Rice,8.5,co2_emmission
Greece,Soybeans,0.01,co2_emmission
Greece,Nuts inc. Peanut Butter,18.59,co2_emmission
France,Pork,116.98,co2_emmission
France,Poultry,24.63,co2_emmission
France,Beef,734.73,co2_emmission
France,Lamb & Goat,114.87,co2_emmission
France,Fish,36.58,co2_emmission
France,Eggs,12.06,co2_emmission
France,Milk - inc. cheese,343.72,co2_emmission
France,Wheat and Wheat Products,20.68,co2_emmission
France,Rice,6.24,co2_emmission
France,Soybeans,0.02,co2_emmission
France,Nuts inc. Peanut Butter,9.54,co2_emmission
Canada,Pork,80.74,co2_emmission
Canada,Poultry,39.4,co2_emmission
Canada,Beef,933.45,co2_emmission
Canada,Lamb & Goat,33.97,co2_emmission
Canada,Fish,23.25,co2_emmission
Canada,Eggs,11.9,co2_emmission
Canada,Milk - inc. cheese,267.46,co2_emmission
Canada,Wheat and Wheat Products,16.2,co2_emmission
Canada,Rice,16.19,co2_emmission
Canada,Soybeans,0.42,co2_emmission
Canada,Nuts inc. Peanut Butter,14.18,co2_emmission
Norway,Pork,83.21,co2_emmission
Norway,Poultry,22.57,co2_emmission
Norway,Beef,611.91,co2_emmission
Norway,Lamb & Goat,187.01,co2_emmission
Norway,Fish,60.96,co2_emmission
Norway,Eggs,10.48,co2_emmission
Norway,Milk - inc. cheese,372.25,co2_emmission
Norway,Wheat and Wheat Products,18.52,co2_emmission
Norway,Rice,5.58,co2_emmission
Norway,Soybeans,0.05,co2_emmission
Norway,Nuts inc. Peanut Butter,9.35,co2_emmission
Hong Kong SAR. China,Pork,237.54,co2_emmission
Hong Kong SAR. China,Poultry,58.93,co2_emmission
Hong Kong SAR. China,Beef,796.75,co2_emmission
Hong Kong SAR. China,Lamb & Goat,77.74,co2_emmission
Hong Kong SAR. China,Fish,67.76,co2_emmission
Hong Kong SAR. China,Eggs,13.32,co2_emmission
Hong Kong SAR. China,Milk - inc. cheese,150.77,co2_emmission
Hong Kong SAR. China,Wheat and Wheat Products,10.13,co2_emmission
Hong Kong SAR. China,Rice,55.64,co2_emmission
Hong Kong SAR. China,Soybeans,1.26,co2_emmission
Hong Kong SAR. China,Nuts inc. Peanut Butter,24.44,co2_emmission
French Polynesia,Pork,52.21,co2_emmission
French Polynesia,Poultry,53.23,co2_emmission
French Polynesia,Beef,953.51,co2_emmission
French Polynesia,Lamb & Goat,99.11,co2_emmission
French Polynesia,Fish,62.19,co2_emmission
French Polynesia,Eggs,8.04,co2_emmission
French Polynesia,Milk - inc. cheese,133.27,co2_emmission
French Polynesia,Wheat and Wheat Products,13.1,co2_emmission
French Polynesia,Rice,45.54,co2_emmission
French Polynesia,Soybeans,0.35,co2_emmission
French Polynesia,Nuts inc. Peanut Butter,4.14,co2_emmission
Israel,Pork,7.04,co2_emmission
Israel,Poultry,67.14,co2_emmission
Israel,Beef,888.09,co2_emmission
Israel,Lamb & Goat,65.49,co2_emmission
Israel,Fish,35.41,co2_emmission
Israel,Eggs,10.43,co2_emmission
Israel,Milk - inc. cheese,275.76,co2_emmission
Israel,Wheat and Wheat Products,21.14,co2_emmission
Israel,Rice,21.51,co2_emmission
Israel,Soybeans,0.05,co2_emmission
Israel,Nuts inc. Peanut Butter,13.65,co2_emmission
Switzerland,Pork,111.46,co2_emmission
Switzerland,Poultry,17.6,co2_emmission
Switzerland,Beef,656.04,co2_emmission
Switzerland,Lamb & Goat,49.73,co2_emmission
Switzerland,Fish,21.52,co2_emmission
Switzerland,Eggs,9.67,co2_emmission
Switzerland,Milk - inc. cheese,453.94,co2_emmission
Switzerland,Wheat and Wheat Products,17.07,co2_emmission
Switzerland,Rice,3.11,co2_emmission
Switzerland,Soybeans,0.2,co2_emmission
Switzerland,Nuts inc. Peanut Butter,16.41,co2_emmission
Netherlands,Pork,128.7,co2_emmission
Netherlands,Poultry,25.67,co2_emmission
Netherlands,Beef,545.26,co2_emmission
Netherlands,Lamb & Goat,32.92,co2_emmission
Netherlands,Fish,29.76,co2_emmission
Netherlands,Eggs,12.89,co2_emmission
Netherlands,Milk - inc. cheese,486.39,co2_emmission
Netherlands,Wheat and Wheat Products,13.38,co2_emmission
Netherlands,Rice,3.75,co2_emmission
Netherlands,Soybeans,0.05,co2_emmission
Netherlands,Nuts inc. Peanut Butter,14.05,co2_emmission
Kuwait,Pork,0,co2_emmission
Kuwait,Poultry,57.59,co2_emmission
Kuwait,Beef,402.08,co2_emmission
Kuwait,Lamb & Goat,546.66,co2_emmission
Kuwait,Fish,19.14,co2_emmission
Kuwait,Eggs,11.57,co2_emmission
Kuwait,Milk - inc. cheese,224.57,co2_emmission
Kuwait,Wheat and Wheat Products,18.45,co2_emmission
Kuwait,Rice,56.09,co2_emmission
Kuwait,Soybeans,0.03,co2_emmission
Kuwait,Nuts inc. Peanut Butter,9.26,co2_emmission
United Kingdom,Pork,91.28,co2_emmission
United Kingdom,Poultry,33.89,co2_emmission
United Kingdom,Beef,559.15,co2_emmission
United Kingdom,Lamb & Goat,157.24,co2_emmission
United Kingdom,Fish,24.73,co2_emmission
United Kingdom,Eggs,10.18,co2_emmission
United Kingdom,Milk - inc. cheese,330.75,co2_emmission
United Kingdom,Wheat and Wheat Products,18.81,co2_emmission
United Kingdom,Rice,8.18,co2_emmission
United Kingdom,Soybeans,0.02,co2_emmission
United Kingdom,Nuts inc. Peanut Butter,7.4,co2_emmission
Austria,Pork,186.04,co2_emmission
Austria,Poultry,19.99,co2_emmission
Austria,Beef,528.9,co2_emmission
Austria,Lamb & Goat,40.62,co2_emmission
Austria,Fish,19.42,co2_emmission
Austria,Eggs,13.49,co2_emmission
Austria,Milk - inc. cheese,367.62,co2_emmission
Austria,Wheat and Wheat Products,15.47,co2_emmission
Austria,Rice,4.73,co2_emmission
Austria,Soybeans,0.93,co2_emmission
Austria,Nuts inc. Peanut Butter,13.95,co2_emmission
Oman,Pork,0.04,co2_emmission
Oman,Poultry,33.85,co2_emmission
Oman,Beef,465.95,co2_emmission
Oman,Lamb & Goat,450.71,co2_emmission
Oman,Fish,34.42,co2_emmission
Oman,Eggs,7.17,co2_emmission
Oman,Milk - inc. cheese,216.91,co2_emmission
Oman,Wheat and Wheat Products,12.22,co2_emmission
Oman,Rice,72.37,co2_emmission
Oman,Soybeans,0.09,co2_emmission
Oman,Nuts inc. Peanut Butter,2.97,co2_emmission
Italy,Pork,142.57,co2_emmission
Italy,Poultry,19.99,co2_emmission
Italy,Beef,573.96,co2_emmission
Italy,Lamb & Goat,32.22,co2_emmission
Italy,Fish,24.91,co2_emmission
Italy,Eggs,12.25,co2_emmission
Italy,Milk - inc. cheese,351.66,co2_emmission
Italy,Wheat and Wheat Products,27.91,co2_emmission
Italy,Rice,7.35,co2_emmission
Italy,Soybeans,0,co2_emmission
Italy,Nuts inc. Peanut Butter,13.51,co2_emmission
Bahamas,Pork,115.88,co2_emmission
Bahamas,Poultry,49.13,co2_emmission
Bahamas,Beef,614.69,co2_emmission
Bahamas,Lamb & Goat,182.8,co2_emmission
Bahamas,Fish,30.02,co2_emmission
Bahamas,Eggs,5.7,co2_emmission
Bahamas,Milk - inc. cheese,149.22,co2_emmission
Bahamas,Wheat and Wheat Products,7.62,co2_emmission
Bahamas,Rice,30.67,co2_emmission
Bahamas,Soybeans,0.04,co2_emmission
Bahamas,Nuts inc. Peanut Butter,7.13,co2_emmission
Portugal,Pork,134.18,co2_emmission
Portugal,Poultry,32.38,co2_emmission
Portugal,Beef,507.61,co2_emmission
Portugal,Lamb & Goat,83.35,co2_emmission
Portugal,Fish,72.47,co2_emmission
Portugal,Eggs,8.31,co2_emmission
Portugal,Milk - inc. cheese,292.06,co2_emmission
Portugal,Wheat and Wheat Products,17.98,co2_emmission
Portugal,Rice,19.02,co2_emmission
Portugal,Soybeans,0,co2_emmission
Portugal,Nuts inc. Peanut Butter,6.92,co2_emmission
Malta,Pork,121.19,co2_emmission
Malta,Poultry,28.36,co2_emmission
Malta,Beef,593.09,co2_emmission
Malta,Lamb & Goat,41.67,co2_emmission
Malta,Fish,39.25,co2_emmission
Malta,Eggs,10.69,co2_emmission
Malta,Milk - inc. cheese,270.72,co2_emmission
Malta,Wheat and Wheat Products,26.62,co2_emmission
Malta,Rice,6.35,co2_emmission
Malta,Soybeans,0.02,co2_emmission
Malta,Nuts inc. Peanut Butter,9.95,co2_emmission
Armenia,Pork,34.23,co2_emmission
Armenia,Poultry,14.34,co2_emmission
Armenia,Beef,606.67,co2_emmission
Armenia,Lamb & Goat,105.76,co2_emmission
Armenia,Fish,6.96,co2_emmission
Armenia,Eggs,10.74,co2_emmission
Armenia,Milk - inc. cheese,297.74,co2_emmission
Armenia,Wheat and Wheat Products,24.91,co2_emmission
Armenia,Rice,4.07,co2_emmission
Armenia,Soybeans,0,co2_emmission
Armenia,Nuts inc. Peanut Butter,4.51,co2_emmission
Slovenia,Pork,99.78,co2_emmission
Slovenia,Poultry,25.2,co2_emmission
Slovenia,Beef,568.71,co2_emmission
Slovenia,Lamb & Goat,27.67,co2_emmission
Slovenia,Fish,12.39,co2_emmission
Slovenia,Eggs,8.6,co2_emmission
Slovenia,Milk - inc. cheese,334.75,co2_emmission
Slovenia,Wheat and Wheat Products,19.72,co2_emmission
Slovenia,Rice,5.05,co2_emmission
Slovenia,Soybeans,0.34,co2_emmission
Slovenia,Nuts inc. Peanut Butter,9.35,co2_emmission
Chile,Pork,87.35,co2_emmission
Chile,Poultry,39.23,co2_emmission
Chile,Beef,736.27,co2_emmission
Chile,Lamb & Goat,14.71,co2_emmission
Chile,Fish,12.21,co2_emmission
Chile,Eggs,9.16,co2_emmission
Chile,Milk - inc. cheese,165.39,co2_emmission
Chile,Wheat and Wheat Products,19.97,co2_emmission
Chile,Rice,11.33,co2_emmission
Chile,Soybeans,0.02,co2_emmission
Chile,Nuts inc. Peanut Butter,3.93,co2_emmission
Venezuela,Pork,25.59,co2_emmission
Venezuela,Poultry,42.19,co2_emmission
Venezuela,Beef,798.91,co2_emmission
Venezuela,Lamb & Goat,11.21,co2_emmission
Venezuela,Fish,13.32,co2_emmission
Venezuela,Eggs,5.17,co2_emmission
Venezuela,Milk - inc. cheese,167.78,co2_emmission
Venezuela,Wheat and Wheat Products,9.38,co2_emmission
Venezuela,Rice,29.93,co2_emmission
Venezuela,Soybeans,0,co2_emmission
Venezuela,Nuts inc. Peanut Butter,0.62,co2_emmission
Belgium,Pork,136.8,co2_emmission
Belgium,Poultry,13.11,co2_emmission
Belgium,Beef,482.31,co2_emmission
Belgium,Lamb & Goat,46.23,co2_emmission
Belgium,Fish,30.29,co2_emmission
Belgium,Eggs,11.57,co2_emmission
Belgium,Milk - inc. cheese,336.43,co2_emmission
Belgium,Wheat and Wheat Products,21.34,co2_emmission
Belgium,Rice,11.02,co2_emmission
Belgium,Soybeans,0.03,co2_emmission
Belgium,Nuts inc. Peanut Butter,12.96,co2_emmission
Germany,Pork,183.38,co2_emmission
Germany,Poultry,19.07,co2_emmission
Germany,Beef,406.09,co2_emmission
Germany,Lamb & Goat,25.56,co2_emmission
Germany,Fish,17.82,co2_emmission
Germany,Eggs,11.21,co2_emmission
Germany,Milk - inc. cheese,368.49,co2_emmission
Germany,Wheat and Wheat Products,15.91,co2_emmission
Germany,Rice,4.27,co2_emmission
Germany,Soybeans,0.4,co2_emmission
Germany,Nuts inc. Peanut Butter,14.09,co2_emmission
Russia,Pork,90.82,co2_emmission
Russia,Poultry,29.54,co2_emmission
Russia,Beef,523.97,co2_emmission
Russia,Lamb & Goat,49.03,co2_emmission
Russia,Fish,33.24,co2_emmission
Russia,Eggs,14.17,co2_emmission
Russia,Milk - inc. cheese,232.99,co2_emmission
Russia,Wheat and Wheat Products,24.98,co2_emmission
Russia,Rice,6.03,co2_emmission
Russia,Soybeans,0.02,co2_emmission
Russia,Nuts inc. Peanut Butter,2.87,co2_emmission
Croatia,Pork,151.46,co2_emmission
Croatia,Poultry,9.15,co2_emmission
Croatia,Beef,382.95,co2_emmission
Croatia,Lamb & Goat,59.88,co2_emmission
Croatia,Fish,25.28,co2_emmission
Croatia,Eggs,7.79,co2_emmission
Croatia,Milk - inc. cheese,329.06,co2_emmission
Croatia,Wheat and Wheat Products,20.33,co2_emmission
Croatia,Rice,3.38,co2_emmission
Croatia,Soybeans,0,co2_emmission
Croatia,Nuts inc. Peanut Butter,6.87,co2_emmission
Belarus,Pork,142.89,co2_emmission
Belarus,Poultry,33.61,co2_emmission
Belarus,Beef,527.98,co2_emmission
Belarus,Lamb & Goat,3.85,co2_emmission
Belarus,Fish,25.15,co2_emmission
Belarus,Eggs,14.57,co2_emmission
Belarus,Milk - inc. cheese,190.49,co2_emmission
Belarus,Wheat and Wheat Products,11.53,co2_emmission
Belarus,Rice,4.06,co2_emmission
Belarus,Soybeans,0.14,co2_emmission
Belarus,Nuts inc. Peanut Butter,5.95,co2_emmission
Spain,Pork,173.15,co2_emmission
Spain,Poultry,30.75,co2_emmission
Spain,Beef,374.92,co2_emmission
Spain,Lamb & Goat,75.64,co2_emmission
Spain,Fish,46.03,co2_emmission
Spain,Eggs,12.24,co2_emmission
Spain,Milk - inc. cheese,234.01,co2_emmission
Spain,Wheat and Wheat Products,17.9,co2_emmission
Spain,Rice,10.65,co2_emmission
Spain,Soybeans,0.01,co2_emmission
Spain,Nuts inc. Peanut Butter,13.17,co2_emmission
Paraguay,Pork,92.88,co2_emmission
Paraguay,Poultry,6.86,co2_emmission
Paraguay,Beef,611.29,co2_emmission
Paraguay,Lamb & Goat,19.61,co2_emmission
Paraguay,Fish,5.75,co2_emmission
Paraguay,Eggs,17.3,co2_emmission
Paraguay,Milk - inc. cheese,107.86,co2_emmission
Paraguay,Wheat and Wheat Products,6.01,co2_emmission
Paraguay,Rice,6.28,co2_emmission
Paraguay,Soybeans,0,co2_emmission
Paraguay,Nuts inc. Peanut Butter,2.83,co2_emmission
New Caledonia,Pork,70.44,co2_emmission
New Caledonia,Poultry,47.65,co2_emmission
New Caledonia,Beef,495.89,co2_emmission
New Caledonia,Lamb & Goat,68.29,co2_emmission
New Caledonia,Fish,30.94,co2_emmission
New Caledonia,Eggs,8.13,co2_emmission
New Caledonia,Milk - inc. cheese,153.84,co2_emmission
New Caledonia,Wheat and Wheat Products,15.59,co2_emmission
New Caledonia,Rice,22.36,co2_emmission
New Caledonia,Soybeans,0.25,co2_emmission
New Caledonia,Nuts inc. Peanut Butter,5.24,co2_emmission
South Africa,Pork,14.72,co2_emmission
South Africa,Poultry,40.36,co2_emmission
South Africa,Beef,556.37,co2_emmission
South Africa,Lamb & Goat,149.89,co2_emmission
South Africa,Fish,8.88,co2_emmission
South Africa,Eggs,6.62,co2_emmission
South Africa,Milk - inc. cheese,79.41,co2_emmission
South Africa,Wheat and Wheat Products,11.47,co2_emmission
South Africa,Rice,22.28,co2_emmission
South Africa,Soybeans,0.57,co2_emmission
South Africa,Nuts inc. Peanut Butter,1.84,co2_emmission
Barbados,Pork,29.38,co2_emmission
Barbados,Poultry,45.78,co2_emmission
Barbados,Beef,405.16,co2_emmission
Barbados,Lamb & Goat,142.88,co2_emmission
Barbados,Fish,59.73,co2_emmission
Barbados,Eggs,8.83,co2_emmission
Barbados,Milk - inc. cheese,157.37,co2_emmission
Barbados,Wheat and Wheat Products,12.53,co2_emmission
Barbados,Rice,20.04,co2_emmission
Barbados,Soybeans,0.05,co2_emmission
Barbados,Nuts inc. Peanut Butter,7.36,co2_emmission
Lithuania,Pork,161.65,co2_emmission
Lithuania,Poultry,28.83,co2_emmission
Lithuania,Beef,138.55,co2_emmission
Lithuania,Lamb & Goat,8.4,co2_emmission
Lithuania,Fish,67.68,co2_emmission
Lithuania,Eggs,12.04,co2_emmission
Lithuania,Milk - inc. cheese,420.85,co2_emmission
Lithuania,Wheat and Wheat Products,23.19,co2_emmission
Lithuania,Rice,3.93,co2_emmission
Lithuania,Soybeans,0.01,co2_emmission
Lithuania,Nuts inc. Peanut Butter,3.77,co2_emmission
Turkey,Pork,0.04,co2_emmission
Turkey,Poultry,20.17,co2_emmission
Turkey,Beef,359.19,co2_emmission
Turkey,Lamb & Goat,163.89,co2_emmission
Turkey,Fish,8.91,co2_emmission
Turkey,Eggs,7.53,co2_emmission
Turkey,Milk - inc. cheese,276.25,co2_emmission
Turkey,Wheat and Wheat Products,32.41,co2_emmission
Turkey,Rice,13.74,co2_emmission
Turkey,Soybeans,0.77,co2_emmission
Turkey,Nuts inc. Peanut Butter,14.11,co2_emmission
Estonia,Pork,105.05,co2_emmission
Estonia,Poultry,22.68,co2_emmission
Estonia,Beef,221.87,co2_emmission
Estonia,Lamb & Goat,15.41,co2_emmission
Estonia,Fish,20.41,co2_emmission
