country,food_category,amount,type
Ukraine,Poultry,24.23,consumption
Ukraine,Beef,8.96,consumption
Ukraine,Lamb & Goat,0.41,consumption
Ukraine,Fish,15.23,consumption
Ukraine,Eggs,18.01,consumption
Ukraine,Milk - inc. cheese,145.03,consumption
Ukraine,Wheat and Wheat Products,105.15,consumption
Ukraine,Rice,3,consumption
Ukraine,Soybeans,0.02,consumption
Ukraine,Nuts inc. Peanut Butter,2.68,consumption
Pakistan,Pork,0,consumption
Pakistan,Poultry,5.01,consumption
Pakistan,Beef,8.82,consumption
Pakistan,Lamb & Goat,2.46,consumption
Pakistan,Fish,1.87,consumption
Pakistan,Eggs,2.95,consumption
Pakistan,Milk - inc. cheese,183.13,consumption
Pakistan,Wheat and Wheat Products,113.63,consumption
Pakistan,Rice,12.25,consumption
Pakistan,Soybeans,0,consumption
Pakistan,Nuts inc. Peanut Butter,0.83,consumption
Swaziland,Pork,2.43,consumption
Swaziland,Poultry,6.18,consumption
Swaziland,Beef,15.1,consumption
Swaziland,Lamb & Goat,1.94,consumption
Swaziland,Fish,1.26,consumption
Swaziland,Eggs,1.5,consumption
Swaziland,Milk - inc. cheese,56.6,consumption
Swaziland,Wheat and Wheat Products,37.15,consumption
Swaziland,Rice,21.15,consumption
Swaziland,Soybeans,0.55,consumption
Swaziland,Nuts inc. Peanut Butter,6.44,consumption
Latvia,Pork,34.96,consumption
Latvia,Poultry,20.53,consumption
Latvia,Beef,5.11,consumption
Latvia,Lamb & Goat,0.34,consumption
Latvia,Fish,21.3,consumption
Latvia,Eggs,14.03,consumption
Latvia,Milk - inc. cheese,174.11,consumption
Latvia,Wheat and Wheat Products,72.13,consumption
Latvia,Rice,2.21,consumption
Latvia,Soybeans,0.04,consumption
Latvia,Nuts inc. Peanut Butter,3.78,consumption
Bosnia and Herzegovina,Pork,9.38,consumption
Bosnia and Herzegovina,Poultry,13.17,consumption
Bosnia and Herzegovina,Beef,9.12,consumption
Bosnia and Herzegovina,Lamb & Goat,0.47,consumption
Bosnia and Herzegovina,Fish,4.06,consumption
Bosnia and Herzegovina,Eggs,4.49,consumption
Bosnia and Herzegovina,Milk - inc. cheese,174.03,consumption
Bosnia and Herzegovina,Wheat and Wheat Products,93.56,consumption
Bosnia and Herzegovina,Rice,1.88,consumption
Bosnia and Herzegovina,Soybeans,1.48,consumption
Bosnia and Herzegovina,Nuts inc. Peanut Butter,2,consumption
Fiji,Pork,4.31,consumption
Fiji,Poultry,20.26,consumption
Fiji,Beef,8.96,consumption
Fiji,Lamb & Goat,5.9,consumption
Fiji,Fish,35.01,consumption
Fiji,Eggs,6.44,consumption
Fiji,Milk - inc. cheese,40.2,consumption
Fiji,Wheat and Wheat Products,84.22,consumption
Fiji,Rice,45.62,consumption
Fiji,Soybeans,0.3,consumption
Fiji,Nuts inc. Peanut Butter,1.3,consumption
South Korea,Pork,32.76,consumption
South Korea,Poultry,16,consumption
South Korea,Beef,14.53,consumption
South Korea,Lamb & Goat,0.14,consumption
South Korea,Fish,33.09,consumption
South Korea,Eggs,11.24,consumption
South Korea,Milk - inc. cheese,29.05,consumption
South Korea,Wheat and Wheat Products,50.84,consumption
South Korea,Rice,85.18,consumption
South Korea,Soybeans,8.35,consumption
South Korea,Nuts inc. Peanut Butter,4.88,consumption
Poland,Pork,46.19,consumption
Poland,Poultry,27.41,consumption
Poland,Beef,2.32,consumption
Poland,Lamb & Goat,0.02,consumption
Poland,Fish,10.49,consumption
Poland,Eggs,7.53,consumption
Poland,Milk - inc. cheese,205.39,consumption
Poland,Wheat and Wheat Products,108.83,consumption
Poland,Rice,0.95,consumption
Poland,Soybeans,0.06,consumption
Poland,Nuts inc. Peanut Butter,2.23,consumption
Saudi Arabia,Pork,0,consumption
Saudi Arabia,Poultry,49.05,consumption
Saudi Arabia,Beef,6.45,consumption
Saudi Arabia,Lamb & Goat,6.54,consumption
Saudi Arabia,Fish,11.99,consumption
Saudi Arabia,Eggs,5.37,consumption
Saudi Arabia,Milk - inc. cheese,83.65,consumption
Saudi Arabia,Wheat and Wheat Products,89.47,consumption
Saudi Arabia,Rice,36.02,consumption
Saudi Arabia,Soybeans,0.05,consumption
Saudi Arabia,Nuts inc. Peanut Butter,3.23,consumption
Botswana,Pork,0.74,consumption
Botswana,Poultry,5.33,consumption
Botswana,Beef,7.85,consumption
Botswana,Lamb & Goat,3.76,consumption
Botswana,Fish,3.98,consumption
Botswana,Eggs,1.95,consumption
Botswana,Milk - inc. cheese,117.74,consumption
Botswana,Wheat and Wheat Products,38.2,consumption
Botswana,Rice,7.06,consumption
Botswana,Soybeans,1.16,consumption
Botswana,Nuts inc. Peanut Butter,1.08,consumption
Macedonia,Pork,10.35,consumption
Macedonia,Poultry,18.77,consumption
Macedonia,Beef,7.69,consumption
Macedonia,Lamb & Goat,0.94,consumption
Macedonia,Fish,5.47,consumption
Macedonia,Eggs,6.38,consumption
Macedonia,Milk - inc. cheese,157.93,consumption
Macedonia,Wheat and Wheat Products,104.8,consumption
Macedonia,Rice,2.81,consumption
Macedonia,Soybeans,0.46,consumption
Macedonia,Nuts inc. Peanut Butter,5.87,consumption
Hungary,Pork,34.93,consumption
Hungary,Poultry,23.78,consumption
Hungary,Beef,4.96,consumption
Hungary,Lamb & Goat,0.11,consumption
Hungary,Fish,4.93,consumption
Hungary,Eggs,12.45,consumption
Hungary,Milk - inc. cheese,159.05,consumption
Hungary,Wheat and Wheat Products,109.98,consumption
Hungary,Rice,2.15,consumption
Hungary,Soybeans,0.01,consumption
Hungary,Nuts inc. Peanut Butter,0.64,consumption
Trinidad and Tobago,Pork,8.92,consumption
Trinidad and Tobago,Poultry,58.27,consumption
Trinidad and Tobago,Beef,6.13,consumption
Trinidad and Tobago,Lamb & Goat,2.79,consumption
Trinidad and Tobago,Fish,20.54,consumption
Trinidad and Tobago,Eggs,4.2,consumption
Trinidad and Tobago,Milk - inc. cheese,103.8,consumption
Trinidad and Tobago,Wheat and Wheat Products,90.17,consumption
Trinidad and Tobago,Rice,16.38,consumption
Trinidad and Tobago,Soybeans,0.04,consumption
Trinidad and Tobago,Nuts inc. Peanut Butter,3.78,consumption
Tunisia,Pork,0,consumption
Tunisia,Poultry,18.5,consumption
Tunisia,Beef,5.53,consumption
Tunisia,Lamb & Goat,5.34,consumption
Tunisia,Fish,12.63,consumption
Tunisia,Eggs,7.67,consumption
Tunisia,Milk - inc. cheese,114.47,consumption
Tunisia,Wheat and Wheat Products,197.5,consumption
Tunisia,Rice,1.07,consumption
Tunisia,Soybeans,1.88,consumption
Tunisia,Nuts inc. Peanut Butter,6.34,consumption
Egypt,Pork,0.02,consumption
Egypt,Poultry,14.43,consumption
Egypt,Beef,12.88,consumption
Egypt,Lamb & Goat,1.58,consumption
Egypt,Fish,21.46,consumption
Egypt,Eggs,4.59,consumption
Egypt,Milk - inc. cheese,59.46,consumption
Egypt,Wheat and Wheat Products,146.83,consumption
Egypt,Rice,39.77,consumption
Egypt,Soybeans,0.64,consumption
Egypt,Nuts inc. Peanut Butter,1.82,consumption
Mauritius,Pork,4.08,consumption
Mauritius,Poultry,38.51,consumption
Mauritius,Beef,5.99,consumption
Mauritius,Lamb & Goat,4.08,consumption
Mauritius,Fish,19.66,consumption
Mauritius,Eggs,6.32,consumption
Mauritius,Milk - inc. cheese,117.27,consumption
Mauritius,Wheat and Wheat Products,114.02,consumption
Mauritius,Rice,45.56,consumption
Mauritius,Soybeans,0.3,consumption
Mauritius,Nuts inc. Peanut Butter,2.33,consumption
Bulgaria,Pork,26.26,consumption
Bulgaria,Poultry,20.68,consumption
Bulgaria,Beef,3.84,consumption
Bulgaria,Lamb & Goat,1.63,consumption
Bulgaria,Fish,6.24,consumption
Bulgaria,Eggs,8.36,consumption
Bulgaria,Milk - inc. cheese,155.71,consumption
Bulgaria,Wheat and Wheat Products,121.17,consumption
Bulgaria,Rice,2.24,consumption
Bulgaria,Soybeans,0.04,consumption
Bulgaria,Nuts inc. Peanut Butter,2.26,consumption
Morocco,Pork,0.01,consumption
Morocco,Poultry,20.77,consumption
Morocco,Beef,8.04,consumption
Morocco,Lamb & Goat,4.36,consumption
Morocco,Fish,17.44,consumption
Morocco,Eggs,6.68,consumption
Morocco,Milk - inc. cheese,54.68,consumption
Morocco,Wheat and Wheat Products,179.7,consumption
Morocco,Rice,1.1,consumption
Morocco,Soybeans,0,consumption
Morocco,Nuts inc. Peanut Butter,3.23,consumption
Slovakia,Pork,31.78,consumption
Slovakia,Poultry,15.13,consumption
Slovakia,Beef,5.19,consumption
Slovakia,Lamb & Goat,0.16,consumption
Slovakia,Fish,8.39,consumption
Slovakia,Eggs,16.05,consumption
Slovakia,Milk - inc. cheese,143.14,consumption
Slovakia,Wheat and Wheat Products,123.62,consumption
Slovakia,Rice,2.88,consumption
Slovakia,Soybeans,0.02,consumption
Slovakia,Nuts inc. Peanut Butter,3.7,consumption
Niger,Pork,0.09,consumption
Niger,Poultry,1.08,consumption
Niger,Beef,8.97,consumption
Niger,Lamb & Goat,4.17,consumption
Niger,Fish,2.7,consumption
Niger,Eggs,0.3,consumption
Niger,Milk - inc. cheese,58.92,consumption
Niger,Wheat and Wheat Products,4.79,consumption
Niger,Rice,13.17,consumption
Niger,Soybeans,0,consumption
Niger,Nuts inc. Peanut Butter,6.95,consumption
Kenya,Pork,0.29,consumption
Kenya,Poultry,0.47,consumption
Kenya,Beef,9.54,consumption
Kenya,Lamb & Goat,1.86,consumption
Kenya,Fish,4.27,consumption
Kenya,Eggs,1.84,consumption
Kenya,Milk - inc. cheese,94.86,consumption
Kenya,Wheat and Wheat Products,34.65,consumption
Kenya,Rice,12.94,consumption
Kenya,Soybeans,0.2,consumption
Kenya,Nuts inc. Peanut Butter,1.64,consumption
Jordan,Pork,0.02,consumption
Jordan,Poultry,33.39,consumption
Jordan,Beef,5.61,consumption
Jordan,Lamb & Goat,5.68,consumption
Jordan,Fish,5.13,consumption
Jordan,Eggs,3.92,consumption
Jordan,Milk - inc. cheese,77.68,consumption
Jordan,Wheat and Wheat Products,136.74,consumption
Jordan,Rice,19.67,consumption
Jordan,Soybeans,0.02,consumption
Jordan,Nuts inc. Peanut Butter,3.56,consumption
Japan,Pork,20.62,consumption
Japan,Poultry,19.42,consumption
Japan,Beef,9.15,consumption
Japan,Lamb & Goat,0.14,consumption
Japan,Fish,31.1,consumption
Japan,Eggs,19.15,consumption
Japan,Milk - inc. cheese,72.06,consumption
Japan,Wheat and Wheat Products,45.04,consumption
Japan,Rice,59.85,consumption
Japan,Soybeans,7.34,consumption
Japan,Nuts inc. Peanut Butter,2.59,consumption
Georgia,Pork,8.93,consumption
Georgia,Poultry,12.28,consumption
Georgia,Beef,6.04,consumption
Georgia,Lamb & Goat,0.63,consumption
Georgia,Fish,10.42,consumption
Georgia,Eggs,6.12,consumption
Georgia,Milk - inc. cheese,149.26,consumption
Georgia,Wheat and Wheat Products,163.43,consumption
Georgia,Rice,2.64,consumption
Georgia,Soybeans,0,consumption
Georgia,Nuts inc. Peanut Butter,2.47,consumption
Grenada,Pork,11.52,consumption
Grenada,Poultry,43.51,consumption
Grenada,Beef,3.46,consumption
Grenada,Lamb & Goat,1.25,consumption
Grenada,Fish,27.95,consumption
Grenada,Eggs,10.34,consumption
Grenada,Milk - inc. cheese,86.88,consumption
Grenada,Wheat and Wheat Products,59.59,consumption
Grenada,Rice,9.56,consumption
Grenada,Soybeans,0.01,consumption
Grenada,Nuts inc. Peanut Butter,0.18,consumption
El Salvador,Pork,3.23,consumption
El Salvador,Poultry,19.84,consumption
El Salvador,Beef,5.95,consumption
El Salvador,Lamb & Goat,0.02,consumption
El Salvador,Fish,6.25,consumption
El Salvador,Eggs,9.51,consumption
El Salvador,Milk - inc. cheese,124.34,consumption
El Salvador,Wheat and Wheat Products,28.19,consumption
El Salvador,Rice,10.53,consumption
El Salvador,Soybeans,0.8,consumption
El Salvador,Nuts inc. Peanut Butter,1.1,consumption
Cuba,Pork,19.82,consumption
Cuba,Poultry,20.15,consumption
Cuba,Beef,6.39,consumption
Cuba,Lamb & Goat,1.24,consumption
Cuba,Fish,4.76,consumption
Cuba,Eggs,9.82,consumption
Cuba,Milk - inc. cheese,99.94,consumption
Cuba,Wheat and Wheat Products,54.62,consumption
Cuba,Rice,67.7,consumption
Cuba,Soybeans,6.34,consumption
Cuba,Nuts inc. Peanut Butter,0.23,consumption
China,Pork,38.43,consumption
China,Poultry,13.2,consumption
China,Beef,5.12,consumption
China,Lamb & Goat,3.13,consumption
China,Fish,21.01,consumption
China,Eggs,18.76,consumption
China,Milk - inc. cheese,32.66,consumption
China,Wheat and Wheat Products,63.36,consumption
China,Rice,78.18,consumption
China,Soybeans,3.66,consumption
China,Nuts inc. Peanut Butter,6.39,consumption
Honduras,Pork,6.48,consumption
Honduras,Poultry,20.29,consumption
Honduras,Beef,7.19,consumption
Honduras,Lamb & Goat,0.04,consumption
Honduras,Fish,2.7,consumption
Honduras,Eggs,5.19,consumption
Honduras,Milk - inc. cheese,91.33,consumption
Honduras,Wheat and Wheat Products,37.36,consumption
Honduras,Rice,14.42,consumption
Honduras,Soybeans,0.01,consumption
Honduras,Nuts inc. Peanut Butter,0.75,consumption
Taiwan. ROC,Pork,39.37,consumption
Taiwan. ROC,Poultry,32.13,consumption
Taiwan. ROC,Beef,5.21,consumption
Taiwan. ROC,Lamb & Goat,0.92,consumption
Taiwan. ROC,Fish,18.29,consumption
Taiwan. ROC,Eggs,13.08,consumption
Taiwan. ROC,Milk - inc. cheese,41.72,consumption
Taiwan. ROC,Wheat and Wheat Products,50.92,consumption
Taiwan. ROC,Rice,45.85,consumption
Taiwan. ROC,Soybeans,16.95,consumption
Taiwan. ROC,Nuts inc. Peanut Butter,9.06,consumption
Angola,Pork,8.89,consumption
Angola,Poultry,17.33,consumption
Angola,Beef,8.42,consumption
Angola,Lamb & Goat,1.08,consumption
Angola,Fish,15.24,consumption
Angola,Eggs,1.11,consumption
Angola,Milk - inc. cheese,12.3,consumption
Angola,Wheat and Wheat Products,40.72,consumption
Angola,Rice,8.12,consumption
Angola,Soybeans,0.52,consumption
Angola,Nuts inc. Peanut Butter,2.26,consumption
Jamaica,Pork,3.99,consumption
Jamaica,Poultry,52.51,consumption
Jamaica,Beef,3.97,consumption
Jamaica,Lamb & Goat,1.26,consumption
Jamaica,Fish,21.95,consumption
Jamaica,Eggs,2.27,consumption
Jamaica,Milk - inc. cheese,91.13,consumption
Jamaica,Wheat and Wheat Products,70.67,consumption
Jamaica,Rice,23.45,consumption
Jamaica,Soybeans,0,consumption
Jamaica,Nuts inc. Peanut Butter,1.82,consumption
Namibia,Pork,4.21,consumption
Namibia,Poultry,12.19,consumption
Namibia,Beef,3.75,consumption
Namibia,Lamb & Goat,2.27,consumption
Namibia,Fish,10.7,consumption
Namibia,Eggs,1.63,consumption
Namibia,Milk - inc. cheese,73.05,consumption
Namibia,Wheat and Wheat Products,36.26,consumption
Namibia,Rice,6.31,consumption
Namibia,Soybeans,0.07,consumption
Namibia,Nuts inc. Peanut Butter,0.71,consumption
Belize,Pork,16.8,consumption
Belize,Poultry,28.31,consumption
Belize,Beef,4.86,consumption
Belize,Lamb & Goat,0.14,consumption
Belize,Fish,7.57,consumption
Belize,Eggs,4.85,consumption
Belize,Milk - inc. cheese,80.3,consumption
Belize,Wheat and Wheat Products,54.06,consumption
Belize,Rice,28.42,consumption
Belize,Soybeans,1.88,consumption
Belize,Nuts inc. Peanut Butter,5.58,consumption
Malaysia,Pork,7.76,consumption
Malaysia,Poultry,41.01,consumption
Malaysia,Beef,6.52,consumption
Malaysia,Lamb & Goat,0.94,consumption
Malaysia,Fish,49.43,consumption
Malaysia,Eggs,16.57,consumption
Malaysia,Milk - inc. cheese,25.28,consumption
Malaysia,Wheat and Wheat Products,51.04,consumption
Malaysia,Rice,81.25,consumption
Malaysia,Soybeans,0.04,consumption
Malaysia,Nuts inc. Peanut Butter,2.9,consumption
Zimbabwe,Pork,2.65,consumption
Zimbabwe,Poultry,4.97,consumption
Zimbabwe,Beef,7.37,consumption
Zimbabwe,Lamb & Goat,0.96,consumption
Zimbabwe,Fish,2.8,consumption
Zimbabwe,Eggs,1.75,consumption
Zimbabwe,Milk - inc. cheese,31.9,consumption
Zimbabwe,Wheat and Wheat Products,31.31,consumption
Zimbabwe,Rice,10.09,consumption
Zimbabwe,Soybeans,0.54,consumption
Zimbabwe,Nuts inc. Peanut Butter,2.22,consumption
Guatemala,Pork,4.85,consumption
Guatemala,Poultry,16.45,consumption
Guatemala,Beef,5.6,consumption
Guatemala,Lamb & Goat,0.23,consumption
Guatemala,Fish,1.08,consumption
Guatemala,Eggs,14.61,consumption
Guatemala,Milk - inc. cheese,46.6,consumption
Guatemala,Wheat and Wheat Products,35.9,consumption
Guatemala,Rice,5.66,consumption
Guatemala,Soybeans,0.32,consumption
Guatemala,Nuts inc. Peanut Butter,2,consumption
Uganda,Pork,3.37,consumption
Uganda,Poultry,1.51,consumption
Uganda,Beef,5.15,consumption
Uganda,Lamb & Goat,1.25,consumption
Uganda,Fish,12.5,consumption
Uganda,Eggs,0.97,consumption
Uganda,Milk - inc. cheese,37.27,consumption
Uganda,Wheat and Wheat Products,10.14,consumption
Uganda,Rice,4.64,consumption
Uganda,Soybeans,0.01,consumption
Uganda,Nuts inc. Peanut Butter,3.77,consumption
Nepal,Pork,0.67,consumption
Nepal,Poultry,1.56,consumption
Nepal,Beef,7.89,consumption
Nepal,Lamb & Goat,2.1,consumption
Nepal,Fish,2.17,consumption
Nepal,Eggs,1.42,consumption
Nepal,Milk - inc. cheese,52.1,consumption
Nepal,Wheat and Wheat Products,50.46,consumption
Nepal,Rice,87.75,consumption
Nepal,Soybeans,0.01,consumption
Nepal,Nuts inc. Peanut Butter,2.42,consumption
Iran,Pork,0,consumption
Iran,Poultry,25.38,consumption
Iran,Beef,3.58,consumption
Iran,Lamb & Goat,3.69,consumption
Iran,Fish,9.8,consumption
Iran,Eggs,7.7,consumption
Iran,Milk - inc. cheese,46.69,consumption
Iran,Wheat and Wheat Products,153.31,consumption
Iran,Rice,29.95,consumption
Iran,Soybeans,0,consumption
Iran,Nuts inc. Peanut Butter,12.16,consumption
Tanzania,Pork,0.32,consumption
Tanzania,Poultry,1.84,consumption
Tanzania,Beef,6.09,consumption
Tanzania,Lamb & Goat,1.28,consumption
Tanzania,Fish,5.5,consumption
Tanzania,Eggs,0.58,consumption
Tanzania,Milk - inc. cheese,40.29,consumption
Tanzania,Wheat and Wheat Products,15.94,consumption
Tanzania,Rice,21.01,consumption
Tanzania,Soybeans,0.04,consumption
Tanzania,Nuts inc. Peanut Butter,5.94,consumption
Senegal,Pork,0.94,consumption
Senegal,Poultry,4.62,consumption
Senegal,Beef,5.85,consumption
Senegal,Lamb & Goat,3.19,consumption
Senegal,Fish,22.94,consumption
Senegal,Eggs,1.63,consumption
Senegal,Milk - inc. cheese,16.86,consumption
Senegal,Wheat and Wheat Products,37.32,consumption
Senegal,Rice,72.29,consumption
Senegal,Soybeans,0,consumption
Senegal,Nuts inc. Peanut Butter,4.03,consumption
Peru,Pork,3.85,consumption
Peru,Poultry,11.72,consumption
Peru,Beef,4.69,consumption
Peru,Lamb & Goat,1,consumption
Peru,Fish,15.74,consumption
Peru,Eggs,8.76,consumption
Peru,Milk - inc. cheese,62.15,consumption
Peru,Wheat and Wheat Products,56.12,consumption
Peru,Rice,48.92,consumption
Peru,Soybeans,1.59,consumption
Peru,Nuts inc. Peanut Butter,0.65,consumption
Nicaragua,Pork,3.38,consumption
Nicaragua,Poultry,21.31,consumption
Nicaragua,Beef,4.73,consumption
Nicaragua,Lamb & Goat,0.01,consumption
Nicaragua,Fish,3.59,consumption
Nicaragua,Eggs,4.9,consumption
Nicaragua,Milk - inc. cheese,85.16,consumption
Nicaragua,Wheat and Wheat Products,28.17,consumption
Nicaragua,Rice,43.33,consumption
Nicaragua,Soybeans,0.01,consumption
Nicaragua,Nuts inc. Peanut Butter,2.36,consumption
Vietnam,Pork,35,consumption
Vietnam,Poultry,12.36,consumption
Vietnam,Beef,7.44,consumption
Vietnam,Lamb & Goat,0.14,consumption
Vietnam,Fish,26.52,consumption
Vietnam,Eggs,3.84,consumption
Vietnam,Milk - inc. cheese,16.36,consumption
Vietnam,Wheat and Wheat Products,10.49,consumption
Vietnam,Rice,144.56,consumption
Vietnam,Soybeans,5.75,consumption
Vietnam,Nuts inc. Peanut Butter,6.28,consumption
Ethiopia,Pork,0.02,consumption
Ethiopia,Poultry,0.66,consumption
Ethiopia,Beef,3.61,consumption
Ethiopia,Lamb & Goat,1.57,consumption
Ethiopia,Fish,0.24,consumption
Ethiopia,Eggs,0.36,consumption
Ethiopia,Milk - inc. cheese,44.14,consumption
Ethiopia,Wheat and Wheat Products,31.26,consumption
Ethiopia,Rice,2.25,consumption
Ethiopia,Soybeans,0.45,consumption
Ethiopia,Nuts inc. Peanut Butter,1.21,consumption
Myanmar,Pork,11.31,consumption
Myanmar,Poultry,21.87,consumption
Myanmar,Beef,4.94,consumption
Myanmar,Lamb & Goat,0.89,consumption
Myanmar,Fish,54.26,consumption
Myanmar,Eggs,6.45,consumption
Myanmar,Milk - inc. cheese,31.48,consumption
Myanmar,Wheat and Wheat Products,6.22,consumption
Myanmar,Rice,132.8,consumption
Myanmar,Soybeans,0.38,consumption
Myanmar,Nuts inc. Peanut Butter,4.5,consumption
Congo,Pork,2.39,consumption
Congo,Poultry,13.02,consumption
Congo,Beef,4.35,consumption
Congo,Lamb & Goat,0.4,consumption
Congo,Fish,26.22,consumption
Congo,Eggs,0.6,consumption
Congo,Milk - inc. cheese,10.69,consumption
Congo,Wheat and Wheat Products,40.07,consumption
Congo,Rice,16.51,consumption
Congo,Soybeans,0,consumption
Congo,Nuts inc. Peanut Butter,3.08,consumption
Zambia,Pork,1.66,consumption
Zambia,Poultry,3.29,consumption
Zambia,Beef,4.76,consumption
Zambia,Lamb & Goat,0.68,consumption
Zambia,Fish,6.2,consumption
Zambia,Eggs,3.32,consumption
Zambia,Milk - inc. cheese,9.71,consumption
Zambia,Wheat and Wheat Products,12.1,consumption
Zambia,Rice,3.05,consumption
Zambia,Soybeans,7.3,consumption
Zambia,Nuts inc. Peanut Butter,5.04,consumption
Cameroon,Pork,1.47,consumption
Cameroon,Poultry,3.29,consumption
Cameroon,Beef,4.17,consumption
Cameroon,Lamb & Goat,1.4,consumption
Cameroon,Fish,14.71,consumption
Cameroon,Eggs,0.4,consumption
Cameroon,Milk - inc. cheese,15.27,consumption
Cameroon,Wheat and Wheat Products,22.6,consumption
Cameroon,Rice,23.85,consumption
Cameroon,Soybeans,0.64,consumption
Cameroon,Nuts inc. Peanut Butter,9.29,consumption
Madagascar,Pork,2.56,consumption
Madagascar,Poultry,3.14,consumption
Madagascar,Beef,7.51,consumption
Madagascar,Lamb & Goat,0.57,consumption
Madagascar,Fish,4.41,consumption
Madagascar,Eggs,0.71,consumption
Madagascar,Milk - inc. cheese,24.84,consumption
Madagascar,Wheat and Wheat Products,9.01,consumption
Madagascar,Rice,102.53,consumption
Madagascar,Soybeans,0,consumption
Madagascar,Nuts inc. Peanut Butter,0.35,consumption
Malawi,Pork,5.45,consumption
Malawi,Poultry,1.38,consumption
Malawi,Beef,2.35,consumption
Malawi,Lamb & Goat,2.07,consumption
Malawi,Fish,7.33,consumption
Malawi,Eggs,1.08,consumption
Malawi,Milk - inc. cheese,7.98,consumption
Malawi,Wheat and Wheat Products,11.77,consumption
Malawi,Rice,4.75,consumption
Malawi,Soybeans,1.76,consumption
Malawi,Nuts inc. Peanut Butter,5.08,consumption
Guinea,Pork,0.16,consumption
Guinea,Poultry,1.83,consumption
Guinea,Beef,6.26,consumption
Guinea,Lamb & Goat,1.6,consumption
Guinea,Fish,9.18,consumption
Guinea,Eggs,1.95,consumption
Guinea,Milk - inc. cheese,20.62,consumption
Guinea,Wheat and Wheat Products,18.55,consumption
Guinea,Rice,97.12,consumption
Guinea,Soybeans,0,consumption
Guinea,Nuts inc. Peanut Butter,4.14,consumption
Nigeria,Pork,1.47,consumption
Nigeria,Poultry,1.73,consumption
Nigeria,Beef,2.33,consumption
Nigeria,Lamb & Goat,2.72,consumption
Nigeria,Fish,16.03,consumption
Nigeria,Eggs,3.46,consumption
Nigeria,Milk - inc. cheese,7.91,consumption
Nigeria,Wheat and Wheat Products,20.82,consumption
Nigeria,Rice,28.23,consumption
Nigeria,Soybeans,2.6,consumption
Nigeria,Nuts inc. Peanut Butter,6.93,consumption
Rwanda,Pork,0.76,consumption
Rwanda,Poultry,1.34,consumption
Rwanda,Beef,2.53,consumption
Rwanda,Lamb & Goat,1.93,consumption
Rwanda,Fish,3.88,consumption
Rwanda,Eggs,0.16,consumption
Rwanda,Milk - inc. cheese,7.23,consumption
Rwanda,Wheat and Wheat Products,11.34,consumption
Rwanda,Rice,8.7,consumption
Rwanda,Soybeans,1.93,consumption
Rwanda,Nuts inc. Peanut Butter,0.58,consumption
Philippines,Pork,18.4,consumption
Philippines,Poultry,11.91,consumption
Philippines,Beef,4.06,consumption
Philippines,Lamb & Goat,0.56,consumption
Philippines,Fish,28.51,consumption
Philippines,Eggs,4.02,consumption
Philippines,Milk - inc. cheese,15.66,consumption
Philippines,Wheat and Wheat Products,23.12,consumption
Philippines,Rice,119.44,consumption
Philippines,Soybeans,0.03,consumption
Philippines,Nuts inc. Peanut Butter,2.08,consumption
Ghana,Pork,1.36,consumption
Ghana,Poultry,8.63,consumption
Ghana,Beef,1.09,consumption
Ghana,Lamb & Goat,1.74,consumption
Ghana,Fish,26.05,consumption
Ghana,Eggs,1.21,consumption
Ghana,Milk - inc. cheese,9.08,consumption
Ghana,Wheat and Wheat Products,14.45,consumption
Ghana,Rice,32.03,consumption
Ghana,Soybeans,0.01,consumption
Ghana,Nuts inc. Peanut Butter,5.56,consumption
Togo,Pork,1.57,consumption
Togo,Poultry,6.63,consumption
Togo,Beef,1.53,consumption
Togo,Lamb & Goat,1.58,consumption
Togo,Fish,11.69,consumption
Togo,Eggs,0.86,consumption
Togo,Milk - inc. cheese,7.96,consumption
Togo,Wheat and Wheat Products,12.91,consumption
Togo,Rice,25.99,consumption
Togo,Soybeans,0.01,consumption
Togo,Nuts inc. Peanut Butter,3.59,consumption
Gambia,Pork,0.18,consumption
Gambia,Poultry,2.66,consumption
Gambia,Beef,2.16,consumption
Gambia,Lamb & Goat,0.71,consumption
Gambia,Fish,23.13,consumption
Gambia,Eggs,0.99,consumption
Gambia,Milk - inc. cheese,45.71,consumption
Gambia,Wheat and Wheat Products,37.91,consumption
Gambia,Rice,61.84,consumption
Gambia,Soybeans,0,consumption
Gambia,Nuts inc. Peanut Butter,5.27,consumption
India,Pork,0.28,consumption
India,Poultry,1.88,consumption
India,Beef,0.81,consumption
India,Lamb & Goat,0.58,consumption
India,Fish,4.71,consumption
India,Eggs,2.58,consumption
India,Milk - inc. cheese,84.5,consumption
India,Wheat and Wheat Products,60.56,consumption
India,Rice,69.49,consumption
India,Soybeans,0.39,consumption
India,Nuts inc. Peanut Butter,1.92,consumption
Thailand,Pork,13,consumption
Thailand,Poultry,13.69,consumption
Thailand,Beef,2.56,consumption
Thailand,Lamb & Goat,0.05,consumption
Thailand,Fish,19.45,consumption
Thailand,Eggs,12.35,consumption
Thailand,Milk - inc. cheese,29.35,consumption
Thailand,Wheat and Wheat Products,10.93,consumption
Thailand,Rice,114.57,consumption
Thailand,Soybeans,2.13,consumption
Thailand,Nuts inc. Peanut Butter,1.5,consumption
Mozambique,Pork,5.13,consumption
Mozambique,Poultry,1.41,consumption
Mozambique,Beef,1.04,consumption
Mozambique,Lamb & Goat,0.9,consumption
Mozambique,Fish,7.74,consumption
Mozambique,Eggs,1.7,consumption
